Fri Dec 18 14:06:17 2015    profile

         22048 function calls (21536 primitive calls) in 5.588 seconds

   Ordered by: internal time, file name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:5752(MaskedConstant)
        1    0.000    0.000    0.001    0.001 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/__init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:180(OSCMessage)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numerictypes.py:386(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 <string>:7(HermiteE)
       19    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/getlimits.py:244(__init__)
        9    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:2425(getdoc)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/functools.py:17(update_wrapper)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:603(wait)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 <string>:7(Hermite)
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:977(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/defchararray.py:1668(chararray)
        9    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:2419(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:309(wait)
        1    0.000    0.000    0.000    0.000 <string>:7(Laguerre)
        6    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       31    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/compat/_inspect.py:39(iscode)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/polynomial/polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Polynomial)
        1    0.000    0.000    0.000    0.000 <string>:1(FrameOfData)
        1    0.000    0.000    0.000    0.000 <string>:7(Legendre)
        1    0.000    0.000    0.000    0.000 natnet_writer.py:28(start)
       30    0.000    0.000    0.000    0.000 {issubclass}
        1    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:1738(OSCServer)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/arraysetops.py:26(<module>)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/index_tricks.py:231(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/testing/numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/__future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:1090(__init__)
        1    0.000    0.000    0.000    0.000 <string>:7(Chebyshev)
       13    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       40    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/compat/_inspect.py:26(isfunction)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numeric.py:2320(seterr)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/fft/helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/linalg/info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/codecs.py:83(__new__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/platform.py:1389(_sys_version)
        4    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:227(isname)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:561(__init__)
        4    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:242(Condition)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:1(RigidBody)
        1    0.000    0.000    0.000    0.000 natnet_reader.py:13(__init__)
       36    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       49    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:1240(OSCMultiClient)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/compat/py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/_internal.py:224(_ctypes)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/_iotools.py:246(NameValidator)
        8    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:7190(__init__)
        8    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:7195(getdoc)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/testing/decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/__init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/decoder.py:304(__init__)
        1    0.000    0.000    0.001    0.001 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/decoder.py:17(_floatconstants)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/keyword.py:11(<module>)
       24    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:221(isident)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 <string>:1(SenderData)
        1    0.000    0.000    0.000    0.000 <string>:1(LabeledMarker)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.001    0.001 {method 'decode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/_internal.py:196(_getintp_ctype)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/getlimits.py:269(max)
       40    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numerictypes.py:157(english_upper)
       14    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numerictypes.py:184(english_capitalize)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/npyio.py:133(NpzFile)
        9    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/extras.py:241(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/collections.py:26(OrderedDict)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/socket.py:227(meth)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:542(Event)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 <string>:1(Skeleton)
        1    0.000    0.000    0.000    0.000 default_readers.py:65(__init__)
       29    0.000    0.000    0.000    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:971(OSCClient)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/__config__.py:3(<module>)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numeric.py:2416(geterr)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numeric.py:2701(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/polynomial.py:930(poly1d)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/testing/utils.py:1398(WarningManager)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/collections.py:395(Counter)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:629(_newname)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 <string>:1(ModelDefs)
        1    0.000    0.000    0.000    0.000 <string>:1(ModelDataset)
        1    0.000    0.000    0.000    0.000 natnet_reader.py:7(NatNetReader)
       49    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {hasattr}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
       41    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       43    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:1609(OSCRequestHandler)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numeric.py:2705(__enter__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/function_base.py:1405(vectorize)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/index_tricks.py:213(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/extras.py:1501(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/random/info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/testing/nosetester.py:88(NoseTester)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/SocketServer.py:358(TCPServer)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:70(getregentry)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/fnmatch.py:11(<module>)
        8    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:255(_Condition)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 default_writers.py:8(__init__)
        1    0.000    0.000    0.000    0.000 default_writers.py:16(openStream)
        1    0.000    0.000    0.000    0.000 natnet_pipeline.py:9(start)
        1    0.000    0.000    0.000    0.000 natnet_writer.py:7(NatNetWriter)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {binascii.a2b_hex}
        3    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:532(OSCBundle)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:1069(connect)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/fft/info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/_datasource.py:150(DataSource)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/_iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/index_tricks.py:461(ndenumerate)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/utils.py:957(SafeEval)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/utils.py:103(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:883(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:5931(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:5555(mvoid)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:2241(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:5758(__new__)
        7    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/__future__.py:75(__init__)
        6    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/abc.py:15(abstractmethod)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:494(CFunctionType)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/platform.py:1510(python_version_tuple)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:576(set)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:709(_set_daemon)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/warnings.py:78(simplefilter)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/weakref.py:282(__init__)
        1    0.000    0.000    0.000    0.000 event.py:1(<module>)
        1    0.000    0.000    0.000    0.000 terminal_colors.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       67    0.000    0.000    0.000    0.000 {globals}
       32    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:2302(NoCallbackError)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/_import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ctypeslib.py:150(_ndptr)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/_datasource.py:72(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/_datasource.py:497(Repository)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/index_tricks.py:85(nd_grid)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/index_tricks.py:434(__init__)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/index_tricks.py:627(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/index_tricks.py:456(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/index_tricks.py:510(ndindex)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/utils.py:87(_set_function_name)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/utils.py:92(_Deprecate)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:5919(__init__)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/core.py:737(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/ma/extras.py:1431(__init__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/SocketServer.py:160(BaseServer)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/SocketServer.py:510(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/copy_reg.py:27(constructor)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:27(hex_decode)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/decoder.py:274(JSONDecoder)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/platform.py:365(_popen)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/pprint.py:84(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/string.py:283(split)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:294(_release_save)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:1152(currentThread)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:1024(daemon)
        7    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/unittest/suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/warnings.py:343(__enter__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/warnings.py:322(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 default_readers.py:12(LiveNatnetReader)
        1    0.000    0.000    0.000    0.000 default_readers.py:64(JSONNatNetReader)
        1    0.000    0.000    0.000    0.000 default_writers.py:7(OSCNatNetWriter)
        1    0.000    0.000    0.000    0.000 natnet_pipeline.py:4(__init__)
        1    0.000    0.000    0.000    0.000 {zip}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:2270(ThreadingOSCServer)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:2263(ForkingOSCServer)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:1702(ThreadingOSCRequestHandler)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:2283(OSCError)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/OSC.py:2311(NotSubscribedError)
        3    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/compat/_inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/getlimits.py:24(finfo)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numeric.py:2716(_setdef)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numeric.py:1617(set_string_function)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numeric.py:2639(errstate)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/numeric.py:2710(__exit__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/records.py:216(record)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/core/records.py:286(recarray)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy/lib/_datasource.py:49(_FileOpeners)
